orderDate,invoiceNumber,customerID,customerName,productID,productName,category,quantityBought,sellingPrice,unitCost,InvoiceSales,InvoiceCost,shipmentDate
2024-04-12,297,216,Bright Specialists of Islandborough,24,Practical Sticky Notes,office products,2,60.84,39,121.68,78,2024-04-15
2024-04-12,297,216,Bright Specialists of Islandborough,25,Innovative Recycled Paper,office products,1,50.16,33,50.16,33,2024-04-15
2024-04-12,297,216,Bright Specialists of Islandborough,32,Strong Staples,office products,2,65.17,49,130.34,98,2024-04-15
2024-04-12,297,216,Bright Specialists of Islandborough,34,Practical Markers,office products,1,31.5,21,31.5,21,2024-04-15
2024-04-12,297,216,Bright Specialists of Islandborough,37,Scented Desk Organizers,office products,2,49.92,32,99.84,64,2024-04-15
2024-04-12,297,216,Bright Specialists of Islandborough,51,Industrial Laundry Detergent,cleaning supplies,1,103.8,60,103.8,60,2024-04-15
2024-04-12,297,216,Bright Specialists of Islandborough,54,Eco-Friendly Oven Cleaner,cleaning supplies,1,39.1,23,39.1,23,2024-04-15
2024-04-12,297,216,Bright Specialists of Islandborough,56,Industrial Oven Cleaner,cleaning supplies,1,44.5,25,44.5,25,2024-04-15
2024-04-12,297,216,Bright Specialists of Islandborough,60,Multi-Purpose Carpet Stain Remover,cleaning supplies,1,100.17,53,100.17,53,2024-04-15
2024-04-12,297,216,Bright Specialists of Islandborough,77,All Natural Soda and Beverage Variety,breakroom supplies,1,65.1,30,65.1,30,2024-04-15
2024-04-11,298,4,Beaming Servicers of Lakecity,23,Versatile Markers,office products,1,68.15,47,68.15,47,2024-04-19
2024-04-11,298,4,Beaming Servicers of Lakecity,38,Practical Whiteboards,office products,1,49.7,35,49.7,35,2024-04-19
2024-04-11,298,4,Beaming Servicers of Lakecity,40,Versatile Pens and Pencils,office products,1,59.4,44,59.4,44,2024-04-19
2024-04-11,298,4,Beaming Servicers of Lakecity,100,Professional Glossy Photo Paper,copy paper,18,57.2,44,1029.6000000000001,792,2024-04-19
2024-04-11,299,20,Regal Managers of Riverborough,30,Heavy-Duty Whiteboards,office products,1,59.04,36,59.04,36,2024-04-12
2024-04-11,300,35,Clean Caretakers of Lakecity,10,Fragrance-Free Cotton Handkerchiefs,paper towel & tissue,2,25.2,18,50.4,36,2024-04-12
2024-04-11,300,35,Clean Caretakers of Lakecity,26,Innovative Erasers,office products,2,70.5,50,141,100,2024-04-12
2024-04-11,300,35,Clean Caretakers of Lakecity,34,Practical Markers,office products,2,33.39,21,66.78,42,2024-04-12
2024-04-11,300,35,Clean Caretakers of Lakecity,35,Practical File Folders,office products,2,77.08,47,154.16,94,2024-04-12
2024-04-11,300,35,Clean Caretakers of Lakecity,41,Eco-Friendly Laundry Detergent,cleaning supplies,1,63.04,32,63.04,32,2024-04-12
2024-04-11,300,35,Clean Caretakers of Lakecity,45,Eco-Friendly All-Purpose Cleaner,cleaning supplies,2,111.72,57,223.44,114,2024-04-12
2024-04-11,300,35,Clean Caretakers of Lakecity,49,Easy-to-Use Fabric Softener,cleaning supplies,1,85.1,46,85.1,46,2024-04-12
2024-04-11,300,35,Clean Caretakers of Lakecity,64,Eco-Friendly Fresh Fruits,breakroom supplies,2,36.67,19,73.34,38,2024-04-12
2024-04-11,300,35,Clean Caretakers of Lakecity,78,Sustainable Snacks,breakroom supplies,2,33.92,16,67.84,32,2024-04-12
2024-04-11,300,35,Clean Caretakers of Lakecity,79,Fresh Water Bottles,breakroom supplies,3,20.68,11,62.04,33,2024-04-12
2024-04-11,300,35,Clean Caretakers of Lakecity,80,Eco-Friendly Tea Selection,breakroom supplies,1,52.36,28,52.36,28,2024-04-12
2024-04-11,300,35,Clean Caretakers of Lakecity,84,Vibrant Notepads,copy paper,9,91.8,60,826.1999999999999,540,2024-04-12
2024-04-11,300,35,Clean Caretakers of Lakecity,88,Professional Watercolor Paper,copy paper,5,50.75,35,253.75,175,2024-04-12
2024-04-11,300,35,Clean Caretakers of Lakecity,92,Smooth Origami Paper,copy paper,6,28.98,21,173.88,126,2024-04-12
2024-04-11,300,35,Clean Caretakers of Lakecity,100,Professional Glossy Photo Paper,copy paper,8,67.32,44,538.56,352,2024-04-12
2024-04-11,301,57,Effulgent Stewards of Beachborough,11,Eco-Friendly Double Ply Toilet Paper,paper towel & tissue,3,41.58,27,124.74,81,2024-04-12
2024-04-11,301,57,Effulgent Stewards of Beachborough,41,Eco-Friendly Laundry Detergent,cleaning supplies,1,58.24,32,58.24,32,2024-04-12
2024-04-11,301,57,Effulgent Stewards of Beachborough,42,Effective Disinfectant Wipes,cleaning supplies,1,99.76,58,99.76,58,2024-04-12
2024-04-11,301,57,Effulgent Stewards of Beachborough,47,Powerful Toilet Bowl Cleaner,cleaning supplies,1,72.67,43,72.67,43,2024-04-12
2024-04-11,301,57,Effulgent Stewards of Beachborough,52,Effective Citrus Scented Cleaner,cleaning supplies,1,104.4,60,104.4,60,2024-04-12
2024-04-11,302,60,Harmonious Inspectors of Gardencity,39,Scented Paper Clips,office products,1,30.78,19,30.78,19,2024-04-12
2024-04-11,302,60,Harmonious Inspectors of Gardencity,43,Safe Citrus Scented Cleaner,cleaning supplies,1,68.08,37,68.08,37,2024-04-12
2024-04-11,302,60,Harmonious Inspectors of Gardencity,49,Easy-to-Use Fabric Softener,cleaning supplies,1,77.28,46,77.28,46,2024-04-12
2024-04-11,302,60,Harmonious Inspectors of Gardencity,52,Effective Citrus Scented Cleaner,cleaning supplies,1,96,60,96,60,2024-04-12
2024-04-11,302,60,Harmonious Inspectors of Gardencity,53,Eco-Friendly Carpet Stain Remover,cleaning supplies,1,40.32,24,40.32,24,2024-04-12
2024-04-11,302,60,Harmonious Inspectors of Gardencity,60,Multi-Purpose Carpet Stain Remover,cleaning supplies,1,86.92,53,86.92,53,2024-04-12
2024-04-11,302,60,Harmonious Inspectors of Gardencity,70,Premium Quality Fresh Fruits,breakroom supplies,1,21.56,11,21.56,11,2024-04-12
2024-04-11,302,60,Harmonious Inspectors of Gardencity,94,Biodegradable Sketchbooks,copy paper,1,32.56,22,32.56,22,2024-04-12
2024-04-11,302,60,Harmonious Inspectors of Gardencity,98,Hygienic Legal Size Paper,copy paper,1,53.65,37,53.65,37,2024-04-12
2024-04-11,303,77,Effulgent Stewards of Islandtown,22,Leak-Proof Scissors,office products,1,36.45,27,36.45,27,2024-04-12
2024-04-11,303,77,Effulgent Stewards of Islandtown,23,Versatile Markers,office products,2,64.39,47,128.78,94,2024-04-12
2024-04-11,303,77,Effulgent Stewards of Islandtown,24,Practical Sticky Notes,office products,1,51.09,39,51.09,39,2024-04-12
2024-04-11,303,77,Effulgent Stewards of Islandtown,30,Heavy-Duty Whiteboards,office products,1,54.72,36,54.72,36,2024-04-12
2024-04-11,303,77,Effulgent Stewards of Islandtown,33,Flexible Scissors,office products,2,41.44,28,82.88,56,2024-04-12
2024-04-11,303,77,Effulgent Stewards of Islandtown,36,Practical File Folders,office products,2,33.36,24,66.72,48,2024-04-12
2024-04-11,303,77,Effulgent Stewards of Islandtown,40,Versatile Pens and Pencils,office products,2,62.04,44,124.08,88,2024-04-12
2024-04-11,303,77,Effulgent Stewards of Islandtown,53,Eco-Friendly Carpet Stain Remover,cleaning supplies,1,46.8,24,46.8,24,2024-04-12
2024-04-11,303,77,Effulgent Stewards of Islandtown,63,Wholesome Coffee Beans,breakroom supplies,1,42.84,21,42.84,21,2024-04-12
2024-04-11,303,77,Effulgent Stewards of Islandtown,64,Eco-Friendly Fresh Fruits,breakroom supplies,1,34.96,19,34.96,19,2024-04-12
2024-04-11,303,77,Effulgent Stewards of Islandtown,85,Versatile Sketchbooks,copy paper,2,35.37,27,70.74,54,2024-04-12
2024-04-11,303,77,Effulgent Stewards of Islandtown,87,Versatile Legal Size Paper,copy paper,1,50.32,37,50.32,37,2024-04-12
2024-04-11,303,77,Effulgent Stewards of Islandtown,90,Vibrant Cardstock,copy paper,1,34.32,26,34.32,26,2024-04-12
2024-04-11,303,77,Effulgent Stewards of Islandtown,93,Convenient Colored Paper,copy paper,1,64.24,44,64.24,44,2024-04-12
2024-04-11,304,83,Ablaze Servers of Mountburg,24,Practical Sticky Notes,office products,2,56.94,39,113.88,78,2024-04-12
2024-04-11,304,83,Ablaze Servers of Mountburg,30,Heavy-Duty Whiteboards,office products,1,57.6,36,57.6,36,2024-04-12
2024-04-11,304,83,Ablaze Servers of Mountburg,32,Strong Staples,office products,1,67.62,49,67.62,49,2024-04-12
2024-04-11,304,83,Ablaze Servers of Mountburg,37,Scented Desk Organizers,office products,1,46.4,32,46.4,32,2024-04-12
2024-04-11,304,83,Ablaze Servers of Mountburg,39,Scented Paper Clips,office products,1,29.64,19,29.64,19,2024-04-12
2024-04-11,304,83,Ablaze Servers of Mountburg,82,Versatile Carbon Paper,copy paper,2,42.34,29,84.68,58,2024-04-12
2024-04-11,304,83,Ablaze Servers of Mountburg,86,Smooth Recycled Paper,copy paper,2,51.68,38,103.36,76,2024-04-12
2024-04-11,304,83,Ablaze Servers of Mountburg,91,Smooth Colored Paper,copy paper,2,40.8,30,81.6,60,2024-04-12
2024-04-11,304,83,Ablaze Servers of Mountburg,98,Hygienic Legal Size Paper,copy paper,1,52.54,37,52.54,37,2024-04-12
2024-04-11,304,83,Ablaze Servers of Mountburg,99,Stylish Resume Paper,copy paper,1,54.12,41,54.12,41,2024-04-12
2024-04-11,305,88,Radiant Attendants of Riverburg,21,Stylish Paper Clips,office products,1,61.6,40,61.6,40,2024-04-12
2024-04-11,305,88,Radiant Attendants of Riverburg,27,Flexible Tape,office products,2,31.8,20,63.6,40,2024-04-12
2024-04-11,305,88,Radiant Attendants of Riverburg,31,Versatile Rubber Bands,office products,1,66.65,43,66.65,43,2024-04-12
2024-04-11,305,88,Radiant Attendants of Riverburg,35,Practical File Folders,office products,1,63.45,47,63.45,47,2024-04-12
2024-04-11,305,88,Radiant Attendants of Riverburg,40,Versatile Pens and Pencils,office products,2,62.92,44,125.84,88,2024-04-12
2024-04-11,305,88,Radiant Attendants of Riverburg,41,Eco-Friendly Laundry Detergent,cleaning supplies,1,68.48,32,68.48,32,2024-04-12
2024-04-11,305,88,Radiant Attendants of Riverburg,67,Eco-Friendly Juice,breakroom supplies,1,26.91,13,26.91,13,2024-04-12
2024-04-11,305,88,Radiant Attendants of Riverburg,76,Fresh Stirrers and Straws,breakroom supplies,1,39.4,20,39.4,20,2024-04-12
2024-04-11,305,88,Radiant Attendants of Riverburg,80,Eco-Friendly Tea Selection,breakroom supplies,1,53.48,28,53.48,28,2024-04-12
2024-04-11,305,88,Radiant Attendants of Riverburg,84,Vibrant Notepads,copy paper,1,85.8,60,85.8,60,2024-04-12
2024-04-11,305,88,Radiant Attendants of Riverburg,89,Vibrant Letter Size Paper,copy paper,1,36.96,28,36.96,28,2024-04-12
2024-04-11,305,88,Radiant Attendants of Riverburg,92,Smooth Origami Paper,copy paper,1,33.18,21,33.18,21,2024-04-12
2024-04-11,305,88,Radiant Attendants of Riverburg,94,Biodegradable Sketchbooks,copy paper,2,31.68,22,63.36,44,2024-04-12
2024-04-11,305,88,Radiant Attendants of Riverburg,97,Disposable Carbon Paper,copy paper,5,50,40,250,200,2024-04-12
2024-04-11,305,88,Radiant Attendants of Riverburg,98,Hygienic Legal Size Paper,copy paper,8,40.7,37,325.6,296,2024-04-12
2024-04-11,305,88,Radiant Attendants of Riverburg,99,Stylish Resume Paper,copy paper,2,63.55,41,127.1,82,2024-04-12
2024-04-11,306,91,Harmonious Sweepers of Gardencity,19,Soft Roll Paper Towels,paper towel & tissue,2,42.12,27,84.24,54,2024-04-12
2024-04-11,306,91,Harmonious Sweepers of Gardencity,67,Eco-Friendly Juice,breakroom supplies,1,24.18,13,24.18,13,2024-04-12
2024-04-11,306,91,Harmonious Sweepers of Gardencity,81,Stylish Origami Paper,copy paper,1,43.84,32,43.84,32,2024-04-12
2024-04-11,306,91,Harmonious Sweepers of Gardencity,82,Versatile Carbon Paper,copy paper,1,40.6,29,40.6,29,2024-04-12
2024-04-11,306,91,Harmonious Sweepers of Gardencity,86,Smooth Recycled Paper,copy paper,2,58.9,38,117.8,76,2024-04-12
2024-04-11,306,91,Harmonious Sweepers of Gardencity,89,Vibrant Letter Size Paper,copy paper,2,37.24,28,74.48,56,2024-04-12
2024-04-11,306,91,Harmonious Sweepers of Gardencity,93,Convenient Colored Paper,copy paper,2,59.84,44,119.68,88,2024-04-12
2024-04-11,306,91,Harmonious Sweepers of Gardencity,96,Convenient Transfer Paper,copy paper,1,45.21,33,45.21,33,2024-04-12
2024-04-11,307,107,Pristine Associates of Canyoncity,2,Absorbent Disinfecting Wipes,paper towel & tissue,5,30,25,150,125,2024-04-12
2024-04-11,307,107,Pristine Associates of Canyoncity,4,Hygienic Absorbent Towels,paper towel & tissue,2,51.1,35,102.2,70,2024-04-12
2024-04-11,307,107,Pristine Associates of Canyoncity,7,Convenient Disinfecting Wipes,paper towel & tissue,2,38.88,27,77.76,54,2024-04-12
2024-04-11,307,107,Pristine Associates of Canyoncity,8,Absorbent Travel Tissues,paper towel & tissue,2,38.64,28,77.28,56,2024-04-12
2024-04-11,307,107,Pristine Associates of Canyoncity,14,Soft Hypoallergenic Tissues,paper towel & tissue,2,61.06,43,122.12,86,2024-04-12
2024-04-11,307,107,Pristine Associates of Canyoncity,17,Convenient Pocket Tissues,paper towel & tissue,22,29.12,26,640.64,572,2024-04-12
2024-04-11,307,107,Pristine Associates of Canyoncity,19,Soft Roll Paper Towels,paper towel & tissue,2,36.99,27,73.98,54,2024-04-12
2024-04-11,307,107,Pristine Associates of Canyoncity,24,Practical Sticky Notes,office products,1,69.81,39,69.81,39,2024-04-12
2024-04-11,307,107,Pristine Associates of Canyoncity,45,Eco-Friendly All-Purpose Cleaner,cleaning supplies,1,101.46,57,101.46,57,2024-04-12
2024-04-11,307,107,Pristine Associates of Canyoncity,47,Powerful Toilet Bowl Cleaner,cleaning supplies,1,70.95,43,70.95,43,2024-04-12
2024-04-11,307,107,Pristine Associates of Canyoncity,48,Powerful Carpet Stain Remover,cleaning supplies,1,37.6,20,37.6,20,2024-04-12
2024-04-11,307,107,Pristine Associates of Canyoncity,52,Effective Citrus Scented Cleaner,cleaning supplies,1,111,60,111,60,2024-04-12
2024-04-11,307,107,Pristine Associates of Canyoncity,55,Powerful Air Freshener,cleaning supplies,1,75.85,41,75.85,41,2024-04-12
2024-04-11,307,107,Pristine Associates of Canyoncity,67,Eco-Friendly Juice,breakroom supplies,1,23.53,13,23.53,13,2024-04-12
2024-04-11,307,107,Pristine Associates of Canyoncity,72,All Natural Stirrers and Straws,breakroom supplies,1,12.66,6,12.66,6,2024-04-12
2024-04-11,307,107,Pristine Associates of Canyoncity,77,All Natural Soda and Beverage Variety,breakroom supplies,1,58.8,30,58.8,30,2024-04-12
2024-04-11,307,107,Pristine Associates of Canyoncity,80,Eco-Friendly Tea Selection,breakroom supplies,13,42,28,546,364,2024-04-12
2024-04-11,308,113,Harmonious Experts of Forestburg,31,Versatile Rubber Bands,office products,1,64.93,43,64.93,43,2024-04-12
2024-04-11,308,113,Harmonious Experts of Forestburg,49,Easy-to-Use Fabric Softener,cleaning supplies,1,81.42,46,81.42,46,2024-04-12
2024-04-11,308,113,Harmonious Experts of Forestburg,68,Wholesome Healthy Snacks,breakroom supplies,1,38.72,22,38.72,22,2024-04-12
2024-04-11,308,113,Harmonious Experts of Forestburg,69,Eco-Friendly Energy Drinks,breakroom supplies,1,53.36,29,53.36,29,2024-04-12
2024-04-11,308,113,Harmonious Experts of Forestburg,74,Sustainable Microwave Popcorn,breakroom supplies,1,13.79,7,13.79,7,2024-04-12
2024-04-11,308,113,Harmonious Experts of Forestburg,79,Fresh Water Bottles,breakroom supplies,1,20.13,11,20.13,11,2024-04-12
2024-04-11,308,113,Harmonious Experts of Forestburg,87,Versatile Legal Size Paper,copy paper,1,62.16,37,62.16,37,2024-04-12
2024-04-11,308,113,Harmonious Experts of Forestburg,94,Biodegradable Sketchbooks,copy paper,1,34.98,22,34.98,22,2024-04-12
2024-04-11,308,113,Harmonious Experts of Forestburg,95,Convenient Construction Paper,copy paper,1,37.8,27,37.8,27,2024-04-12
2024-04-11,309,127,Pristine Servicers of Canyonborough,23,Versatile Markers,office products,2,66.74,47,133.48,94,2024-04-12
2024-04-11,309,127,Pristine Servicers of Canyonborough,27,Flexible Tape,office products,1,29,20,29,20,2024-04-12
2024-04-11,309,127,Pristine Servicers of Canyonborough,29,Leak-Proof File Folders,office products,1,68.85,45,68.85,45,2024-04-12
2024-04-11,309,127,Pristine Servicers of Canyonborough,33,Flexible Scissors,office products,1,42.28,28,42.28,28,2024-04-12
2024-04-11,309,127,Pristine Servicers of Canyonborough,34,Practical Markers,office products,2,29.4,21,58.8,42,2024-04-12
2024-04-11,309,127,Pristine Servicers of Canyonborough,36,Practical File Folders,office products,2,31.44,24,62.88,48,2024-04-12
2024-04-11,309,127,Pristine Servicers of Canyonborough,40,Versatile Pens and Pencils,office products,2,66,44,132,88,2024-04-12
2024-04-11,309,127,Pristine Servicers of Canyonborough,51,Industrial Laundry Detergent,cleaning supplies,1,115.2,60,115.2,60,2024-04-12
2024-04-11,309,127,Pristine Servicers of Canyonborough,64,Eco-Friendly Fresh Fruits,breakroom supplies,1,35.91,19,35.91,19,2024-04-12
2024-04-11,309,127,Pristine Servicers of Canyonborough,70,Premium Quality Fresh Fruits,breakroom supplies,1,20.9,11,20.9,11,2024-04-12
2024-04-11,309,127,Pristine Servicers of Canyonborough,71,Delicious Instant Soups,breakroom supplies,1,58.58,29,58.58,29,2024-04-12
2024-04-11,309,127,Pristine Servicers of Canyonborough,87,Versatile Legal Size Paper,copy paper,2,62.9,37,125.8,74,2024-04-12
2024-04-11,310,128,Harmonious Providers of Mountburg,13,Fragrance-Free Kitchen Paper Towels,paper towel & tissue,1,41.58,27,41.58,27,2024-04-12
2024-04-11,310,128,Harmonious Providers of Mountburg,26,Innovative Erasers,office products,1,83,50,83,50,2024-04-12
2024-04-11,310,128,Harmonious Providers of Mountburg,28,Stylish Binder Clips,office products,1,27.36,19,27.36,19,2024-04-12
2024-04-11,312,135,Sleek Wardens of Riverborough,18,Eco-Friendly Facial Tissues,paper towel & tissue,1,39.5,25,39.5,25,2024-04-19
2024-04-11,312,135,Sleek Wardens of Riverborough,30,Heavy-Duty Whiteboards,office products,2,53.64,36,107.28,72,2024-04-19
2024-04-11,312,135,Sleek Wardens of Riverborough,43,Safe Citrus Scented Cleaner,cleaning supplies,1,67.34,37,67.34,37,2024-04-19
2024-04-11,312,135,Sleek Wardens of Riverborough,52,Effective Citrus Scented Cleaner,cleaning supplies,1,109.2,60,109.2,60,2024-04-19
2024-04-11,313,138,Auspicious Wholesalers of Canyonborough,21,Stylish Paper Clips,office products,2,56,40,112,80,2024-04-12
2024-04-11,313,138,Auspicious Wholesalers of Canyonborough,24,Practical Sticky Notes,office products,2,51.48,39,102.96,78,2024-04-12
2024-04-11,313,138,Auspicious Wholesalers of Canyonborough,26,Innovative Erasers,office products,2,71.5,50,143,100,2024-04-12
2024-04-11,313,138,Auspicious Wholesalers of Canyonborough,27,Flexible Tape,office products,5,24.6,20,123,100,2024-04-12
2024-04-11,313,138,Auspicious Wholesalers of Canyonborough,39,Scented Paper Clips,office products,1,27.17,19,27.17,19,2024-04-12
2024-04-11,313,138,Auspicious Wholesalers of Canyonborough,43,Safe Citrus Scented Cleaner,cleaning supplies,1,68.45,37,68.45,37,2024-04-12
2024-04-11,313,138,Auspicious Wholesalers of Canyonborough,47,Powerful Toilet Bowl Cleaner,cleaning supplies,1,70.95,43,70.95,43,2024-04-12
2024-04-11,313,138,Auspicious Wholesalers of Canyonborough,48,Powerful Carpet Stain Remover,cleaning supplies,1,33,20,33,20,2024-04-12
2024-04-11,313,138,Auspicious Wholesalers of Canyonborough,51,Industrial Laundry Detergent,cleaning supplies,1,109.2,60,109.2,60,2024-04-12
2024-04-11,313,138,Auspicious Wholesalers of Canyonborough,53,Eco-Friendly Carpet Stain Remover,cleaning supplies,1,39.12,24,39.12,24,2024-04-12
2024-04-11,313,138,Auspicious Wholesalers of Canyonborough,55,Powerful Air Freshener,cleaning supplies,1,67.65,41,67.65,41,2024-04-12
2024-04-11,313,138,Auspicious Wholesalers of Canyonborough,64,Eco-Friendly Fresh Fruits,breakroom supplies,1,38.19,19,38.19,19,2024-04-12
2024-04-11,313,138,Auspicious Wholesalers of Canyonborough,74,Sustainable Microwave Popcorn,breakroom supplies,1,15.12,7,15.12,7,2024-04-12
2024-04-11,313,138,Auspicious Wholesalers of Canyonborough,87,Versatile Legal Size Paper,copy paper,1,55.5,37,55.5,37,2024-04-12
2024-04-11,313,138,Auspicious Wholesalers of Canyonborough,89,Vibrant Letter Size Paper,copy paper,1,40.04,28,40.04,28,2024-04-12
2024-04-11,313,138,Auspicious Wholesalers of Canyonborough,92,Smooth Origami Paper,copy paper,1,29.61,21,29.61,21,2024-04-12
2024-04-11,313,138,Auspicious Wholesalers of Canyonborough,98,Hygienic Legal Size Paper,copy paper,2,42.55,37,85.1,74,2024-04-12
2024-04-11,314,144,Bright Hygienists of Forestburg,11,Eco-Friendly Double Ply Toilet Paper,paper towel & tissue,2,42.93,27,85.86,54,2024-04-19
2024-04-11,314,144,Bright Hygienists of Forestburg,21,Stylish Paper Clips,office products,3,62.4,40,187.2,120,2024-04-19
2024-04-11,314,144,Bright Hygienists of Forestburg,22,Leak-Proof Scissors,office products,8,37.8,27,302.4,216,2024-04-19
2024-04-11,314,144,Bright Hygienists of Forestburg,26,Innovative Erasers,office products,2,76.5,50,153,100,2024-04-19
2024-04-11,314,144,Bright Hygienists of Forestburg,33,Flexible Scissors,office products,3,43.4,28,130.2,84,2024-04-19
2024-04-11,314,144,Bright Hygienists of Forestburg,53,Eco-Friendly Carpet Stain Remover,cleaning supplies,1,42,24,42,24,2024-04-19
2024-04-11,314,144,Bright Hygienists of Forestburg,62,Sustainable Creamers and Sweeteners,breakroom supplies,1,14.77,7,14.77,7,2024-04-19
2024-04-11,314,144,Bright Hygienists of Forestburg,64,Eco-Friendly Fresh Fruits,breakroom supplies,2,34.96,19,69.92,38,2024-04-19
2024-04-11,314,144,Bright Hygienists of Forestburg,65,Wholesome Creamers and Sweeteners,breakroom supplies,2,23.27,13,46.54,26,2024-04-19
2024-04-11,314,144,Bright Hygienists of Forestburg,72,All Natural Stirrers and Straws,breakroom supplies,2,10.44,6,20.88,12,2024-04-19
2024-04-11,314,144,Bright Hygienists of Forestburg,73,All Natural Snacks,breakroom supplies,2,13.65,7,27.3,14,2024-04-19
2024-04-11,314,144,Bright Hygienists of Forestburg,79,Fresh Water Bottles,breakroom supplies,14,16.5,11,231,154,2024-04-19
2024-04-11,314,144,Bright Hygienists of Forestburg,88,Professional Watercolor Paper,copy paper,2,49.35,35,98.7,70,2024-04-19
2024-04-11,314,144,Bright Hygienists of Forestburg,95,Convenient Construction Paper,copy paper,2,42.12,27,84.24,54,2024-04-19
2024-04-11,314,144,Bright Hygienists of Forestburg,99,Stylish Resume Paper,copy paper,2,59.45,41,118.9,82,2024-04-19
2024-04-11,315,145,Sleek Sanitizers of Riverborough,75,Fresh Candy,breakroom supplies,1,27.36,12,27.36,12,2024-04-12
2024-04-11,315,145,Sleek Sanitizers of Riverborough,81,Stylish Origami Paper,copy paper,3,44.8,32,134.39999999999998,96,2024-04-12
2024-04-11,316,149,Glossy Custodians of Forestborough,25,Innovative Recycled Paper,office products,5,36.63,33,183.15,165,2024-04-12
2024-04-11,316,149,Glossy Custodians of Forestborough,26,Innovative Erasers,office products,12,65,50,780,600,2024-04-12
2024-04-11,316,149,Glossy Custodians of Forestborough,30,Heavy-Duty Whiteboards,office products,2,50.76,36,101.52,72,2024-04-12
2024-04-11,316,149,Glossy Custodians of Forestborough,38,Practical Whiteboards,office products,2,54.25,35,108.5,70,2024-04-12
2024-04-11,316,149,Glossy Custodians of Forestborough,40,Versatile Pens and Pencils,office products,2,66.88,44,133.76,88,2024-04-12
2024-04-11,316,149,Glossy Custodians of Forestborough,41,Eco-Friendly Laundry Detergent,cleaning supplies,1,57.6,32,57.6,32,2024-04-12
2024-04-11,316,149,Glossy Custodians of Forestborough,48,Powerful Carpet Stain Remover,cleaning supplies,1,39.8,20,39.8,20,2024-04-12
2024-04-11,316,149,Glossy Custodians of Forestborough,57,Industrial Dryer Sheets,cleaning supplies,1,94.5,54,94.5,54,2024-04-12
2024-04-11,316,149,Glossy Custodians of Forestborough,63,Wholesome Coffee Beans,breakroom supplies,1,39.06,21,39.06,21,2024-04-12
2024-04-11,316,149,Glossy Custodians of Forestborough,67,Eco-Friendly Juice,breakroom supplies,1,27.43,13,27.43,13,2024-04-12
2024-04-11,316,149,Glossy Custodians of Forestborough,70,Premium Quality Fresh Fruits,breakroom supplies,1,19.03,11,19.03,11,2024-04-12
2024-04-11,316,149,Glossy Custodians of Forestborough,71,Delicious Instant Soups,breakroom supplies,1,55.1,29,55.1,29,2024-04-12
2024-04-11,316,149,Glossy Custodians of Forestborough,75,Fresh Candy,breakroom supplies,1,22.92,12,22.92,12,2024-04-12
2024-04-11,317,166,Lustrous Restorers of Rivercity,19,Soft Roll Paper Towels,paper towel & tissue,1,45.09,27,45.09,27,2024-04-12
2024-04-11,317,166,Lustrous Restorers of Rivercity,27,Flexible Tape,office products,10,26,20,260,200,2024-04-12
2024-04-11,317,166,Lustrous Restorers of Rivercity,28,Stylish Binder Clips,office products,1,29.45,19,29.45,19,2024-04-12
2024-04-11,317,166,Lustrous Restorers of Rivercity,29,Leak-Proof File Folders,office products,2,57.15,45,114.3,90,2024-04-12
2024-04-11,317,166,Lustrous Restorers of Rivercity,37,Scented Desk Organizers,office products,2,44.48,32,88.96,64,2024-04-12
2024-04-11,317,166,Lustrous Restorers of Rivercity,38,Practical Whiteboards,office products,2,50.4,35,100.8,70,2024-04-12
2024-04-11,318,175,Dazzling Stewards of Valleyborough,2,Absorbent Disinfecting Wipes,paper towel & tissue,2,33.25,25,66.5,50,2024-04-19
2024-04-11,318,175,Dazzling Stewards of Valleyborough,5,Hygienic Travel Tissues,paper towel & tissue,8,56.16,48,449.28,384,2024-04-19
2024-04-11,318,175,Dazzling Stewards of Valleyborough,6,Eco-Friendly Bathroom Tissues,paper towel & tissue,1,24.89,19,24.89,19,2024-04-19
2024-04-11,318,175,Dazzling Stewards of Valleyborough,7,Convenient Disinfecting Wipes,paper towel & tissue,2,36.45,27,72.9,54,2024-04-19
2024-04-11,318,175,Dazzling Stewards of Valleyborough,15,Soft Wet Wipes,paper towel & tissue,2,67.21,47,134.42,94,2024-04-19
2024-04-11,318,175,Dazzling Stewards of Valleyborough,19,Soft Roll Paper Towels,paper towel & tissue,1,35.1,27,35.1,27,2024-04-19
2024-04-11,318,175,Dazzling Stewards of Valleyborough,41,Eco-Friendly Laundry Detergent,cleaning supplies,1,58.56,32,58.56,32,2024-04-19
2024-04-11,318,175,Dazzling Stewards of Valleyborough,57,Industrial Dryer Sheets,cleaning supplies,1,105.84,54,105.84,54,2024-04-19
2024-04-11,318,175,Dazzling Stewards of Valleyborough,69,Eco-Friendly Energy Drinks,breakroom supplies,1,62.64,29,62.64,29,2024-04-19
2024-04-11,318,175,Dazzling Stewards of Valleyborough,81,Stylish Origami Paper,copy paper,2,45.44,32,90.88,64,2024-04-19
2024-04-11,318,175,Dazzling Stewards of Valleyborough,91,Smooth Colored Paper,copy paper,2,44.1,30,88.2,60,2024-04-19
2024-04-11,318,175,Dazzling Stewards of Valleyborough,94,Biodegradable Sketchbooks,copy paper,2,31.9,22,63.8,44,2024-04-19
2024-04-11,318,175,Dazzling Stewards of Valleyborough,97,Disposable Carbon Paper,copy paper,11,51.2,40,563.2,440,2024-04-19
